,年月日,平均気温(℃)
4063,2014/2/15,4.6
4064,2014/2/16,5.7
4065,2014/2/17,5.5
4066,2014/2/18,2.4
4067,2014/2/19,1.4
4068,2014/2/20,2.3
4069,2014/2/21,2.5
4070,2014/2/22,1.7
4071,2014/2/23,3.1
4072,2014/2/24,4.0
4073,2014/2/25,4.9
4074,2014/2/26,5.5
4075,2014/2/27,7.9
4076,2014/2/28,12.0
4077,2014/3/1,6.7
4078,2014/3/2,4.6
4079,2014/3/3,5.2
4080,2014/3/4,3.9
4081,2014/3/5,5.2
4082,2014/3/6,4.0
4083,2014/3/7,2.5
4084,2014/3/8,3.2
4085,2014/3/9,2.9
4086,2014/3/10,3.3
4087,2014/3/11,3.4
4088,2014/3/12,8.3
4089,2014/3/13,10.9
4090,2014/3/14,7.5
4091,2014/3/15,5.3
4092,2014/3/16,7.5
4093,2014/3/17,8.3
4094,2014/3/18,12.2
4095,2014/3/19,9.3
4096,2014/3/20,7.0
4097,2014/3/21,8.3
4098,2014/3/22,7.7
4099,2014/3/23,8.6
4100,2014/3/24,10.3
4101,2014/3/25,13.4
4102,2014/3/26,13.5
4103,2014/3/27,10.9
4104,2014/3/28,12.0
4105,2014/3/29,14.8
4106,2014/3/30,14.8
4107,2014/3/31,14.2
4108,2014/4/1,11.2
4109,2014/4/2,12.6
4110,2014/4/3,13.4
4111,2014/4/4,13.7
4112,2014/4/5,10.5
4113,2014/4/6,7.5
4114,2014/4/7,9.8
4115,2014/4/8,12.5
4116,2014/4/9,12.4
4117,2014/4/10,14.1
4118,2014/4/11,9.6
4119,2014/4/12,10.5
4120,2014/4/13,11.1
4121,2014/4/14,12.1
4122,2014/4/15,13.6
4123,2014/4/16,16.2
4124,2014/4/17,15.3
4125,2014/4/18,9.4
4126,2014/4/19,9.6
4127,2014/4/20,9.2
4128,2014/4/21,12.2
4129,2014/4/22,13.8
4130,2014/4/23,14.7
4131,2014/4/24,13.8
4132,2014/4/25,15.1
4133,2014/4/26,15.8
4134,2014/4/27,16.3
4135,2014/4/28,16.1
4136,2014/4/29,15.7
4137,2014/4/30,15.5
4138,2014/5/1,18.4
4139,2014/5/2,19.0
4140,2014/5/3,19.1
4141,2014/5/4,15.9
4142,2014/5/5,16.1
4143,2014/5/6,11.9
4144,2014/5/7,14.4
4145,2014/5/8,17.0
4146,2014/5/9,15.5
4147,2014/5/10,15.8
4148,2014/5/11,16.0
4149,2014/5/12,17.0
4150,2014/5/13,17.6
4151,2014/5/14,20.6
4152,2014/5/15,17.7
4153,2014/5/16,19.5
4154,2014/5/17,18.7
4155,2014/5/18,18.7
4156,2014/5/19,18.7
4157,2014/5/20,19.1
4158,2014/5/21,16.1
4159,2014/5/22,16.2
4160,2014/5/23,16.1
4161,2014/5/24,19.1
4162,2014/5/25,21.3
4163,2014/5/26,20.1
4164,2014/5/27,19.8
4165,2014/5/28,21.6
4166,2014/5/29,21.6
4167,2014/5/30,22.5
4168,2014/5/31,23.7
4169,2014/6/1,24.7
4170,2014/6/2,21.7
4171,2014/6/3,21.9
4172,2014/6/4,22.7
4173,2014/6/5,20.1
4174,2014/6/6,18.7
4175,2014/6/7,17.9
4176,2014/6/8,20.3
4177,2014/6/9,21.0
4178,2014/6/10,21.5
4179,2014/6/11,20.6
4180,2014/6/12,20.3
4181,2014/6/13,23.2
4182,2014/6/14,22.3
4183,2014/6/15,23.0
4184,2014/6/16,23.7
4185,2014/6/17,23.5
4186,2014/6/18,22.1
4187,2014/6/19,23.6
4188,2014/6/20,22.9
4189,2014/6/21,23.2
4190,2014/6/22,20.3
4191,2014/6/23,21.8
4192,2014/6/24,20.4
4193,2014/6/25,20.6
4194,2014/6/26,21.7
4195,2014/6/27,23.0
4196,2014/6/28,22.3
4197,2014/6/29,22.4
4198,2014/6/30,22.0
4199,2014/7/1,23.4
4200,2014/7/2,23.8
4201,2014/7/3,23.8
4202,2014/7/4,20.3
4203,2014/7/5,21.5
4204,2014/7/6,23.1
4205,2014/7/7,21.9
4206,2014/7/8,25.2
4207,2014/7/9,22.9
4208,2014/7/10,25.9
4209,2014/7/11,27.4
4210,2014/7/12,27.1
4211,2014/7/13,25.3
4212,2014/7/14,26.2
4213,2014/7/15,26.3
4214,2014/7/16,26.5
4215,2014/7/17,23.6
4216,2014/7/18,22.5
4217,2014/7/19,21.9
4218,2014/7/20,22.6
4219,2014/7/21,22.8
4220,2014/7/22,25.9
4221,2014/7/23,27.4
4222,2014/7/24,27.5
4223,2014/7/25,28.7
4224,2014/7/26,29.4
4225,2014/7/27,27.5
4226,2014/7/28,25.2
4227,2014/7/29,25.3
4228,2014/7/30,26.5
4229,2014/7/31,28.0
4230,2014/8/1,27.6
4231,2014/8/2,28.7
4232,2014/8/3,28.5
4233,2014/8/4,28.9
4234,2014/8/5,29.9
4235,2014/8/6,29.4
4236,2014/8/7,28.7
4237,2014/8/8,27.0
4238,2014/8/9,23.8
4239,2014/8/10,25.8
4240,2014/8/11,28.3
4241,2014/8/12,24.2
4242,2014/8/13,25.1
4243,2014/8/14,25.9
4244,2014/8/15,28.3
4245,2014/8/16,22.5
4246,2014/8/17,23.0
4247,2014/8/18,26.9
4248,2014/8/19,28.2
4249,2014/8/20,29.1
4250,2014/8/21,28.6
4251,2014/8/22,28.3
4252,2014/8/23,26.0
4253,2014/8/24,26.3
4254,2014/8/25,23.8
4255,2014/8/26,22.4
4256,2014/8/27,20.4
4257,2014/8/28,19.9
4258,2014/8/29,22.4
4259,2014/8/30,21.2
4260,2014/8/31,21.4
4261,2014/9/1,20.6
4262,2014/9/2,22.8
4263,2014/9/3,22.1
4264,2014/9/4,23.8
4265,2014/9/5,26.2
4266,2014/9/6,25.8
4267,2014/9/7,19.7
4268,2014/9/8,20.1
4269,2014/9/9,22.3
4270,2014/9/10,21.5
4271,2014/9/11,20.0
4272,2014/9/12,20.9
4273,2014/9/13,20.8
4274,2014/9/14,21.3
4275,2014/9/15,20.4
4276,2014/9/16,22.5
4277,2014/9/17,20.5
4278,2014/9/18,18.6
4279,2014/9/19,17.5
4280,2014/9/20,17.5
4281,2014/9/21,17.9
4282,2014/9/22,19.5
4283,2014/9/23,19.1
4284,2014/9/24,20.6
4285,2014/9/25,22.1
4286,2014/9/26,20.8
4287,2014/9/27,18.6
4288,2014/9/28,19.7
4289,2014/9/29,21.0
4290,2014/9/30,21.6
4291,2014/10/1,19.6
4292,2014/10/2,19.4
4293,2014/10/3,23.5
4294,2014/10/4,21.5
4295,2014/10/5,16.4
4296,2014/10/6,20.1
4297,2014/10/7,17.7
4298,2014/10/8,17.5
4299,2014/10/9,18.8
4300,2014/10/10,18.8
4301,2014/10/11,17.6
4302,2014/10/12,15.3
4303,2014/10/13,16.3
4304,2014/10/14,21.2
4305,2014/10/15,13.9
4306,2014/10/16,14.5
4307,2014/10/17,15.2
4308,2014/10/18,12.7
4309,2014/10/19,14.3
4310,2014/10/20,17.0
4311,2014/10/21,17.4
4312,2014/10/22,14.5
4313,2014/10/23,12.9
4314,2014/10/24,13.5
4315,2014/10/25,14.8
4316,2014/10/26,17.3
4317,2014/10/27,17.5
4318,2014/10/28,12.5
4319,2014/10/29,11.7
4320,2014/10/30,13.4
4321,2014/10/31,15.7
4322,2014/11/1,15.6
4323,2014/11/2,17.6
4324,2014/11/3,14.8
4325,2014/11/4,12.5
4326,2014/11/5,13.0
4327,2014/11/6,16.6
4328,2014/11/7,14.5
4329,2014/11/8,11.8
4330,2014/11/9,13.6
4331,2014/11/10,14.8
4332,2014/11/11,11.9
4333,2014/11/12,11.1
4334,2014/11/13,11.6
4335,2014/11/14,8.9
4336,2014/11/15,8.2
4337,2014/11/16,7.1
4338,2014/11/17,8.4
4339,2014/11/18,8.8
4340,2014/11/19,6.5
4341,2014/11/20,7.0
4342,2014/11/21,9.6
4343,2014/11/22,10.3
4344,2014/11/23,10.8
4345,2014/11/24,11.1
4346,2014/11/25,9.4
4347,2014/11/26,8.6
4348,2014/11/27,10.0
4349,2014/11/28,11.4
4350,2014/11/29,11.4
4351,2014/11/30,12.1
4352,2014/12/1,12.7
4353,2014/12/2,8.5
4354,2014/12/3,5.8
4355,2014/12/4,6.6
4356,2014/12/5,5.3
4357,2014/12/6,2.7
4358,2014/12/7,3.2
4359,2014/12/8,3.9
4360,2014/12/9,4.3
4361,2014/12/10,3.9
4362,2014/12/11,5.8
4363,2014/12/12,6.9
4364,2014/12/13,3.5
4365,2014/12/14,1.3
4366,2014/12/15,2.2
4367,2014/12/16,2.8
4368,2014/12/17,4.0
4369,2014/12/18,1.9
4370,2014/12/19,2.1
4371,2014/12/20,3.9
4372,2014/12/21,7.0
4373,2014/12/22,5.5
4374,2014/12/23,4.3
4375,2014/12/24,1.3
4376,2014/12/25,3.0
4377,2014/12/26,2.2
4378,2014/12/27,1.2
4379,2014/12/28,0.6
4380,2014/12/29,3.2
4381,2014/12/30,3.1
4382,2014/12/31,5.4
4383,2015/1/1,2.2
4384,2015/1/2,0.6
4385,2015/1/3,2.5
4386,2015/1/4,0.9
4387,2015/1/5,3.0
4388,2015/1/6,7.4
4389,2015/1/7,5.3
4390,2015/1/8,4.9
4391,2015/1/9,4.7
4392,2015/1/10,3.7
4393,2015/1/11,4.7
4394,2015/1/12,3.1
4395,2015/1/13,2.2
4396,2015/1/14,3.6
4397,2015/1/15,5.4
4398,2015/1/16,5.9
4399,2015/1/17,5.2
4400,2015/1/18,2.9
4401,2015/1/19,3.8
4402,2015/1/20,4.3
4403,2015/1/21,1.1
4404,2015/1/22,3.9
4405,2015/1/23,5.3
4406,2015/1/24,1.6
4407,2015/1/25,4.2
4408,2015/1/26,8.0
4409,2015/1/27,9.3
4410,2015/1/28,3.2
4411,2015/1/29,1.2
4412,2015/1/30,2.1
4413,2015/1/31,3.7
4414,2015/2/1,2.5
4415,2015/2/2,1.8
4416,2015/2/3,1.1
4417,2015/2/4,2.2
4418,2015/2/5,1.9
4419,2015/2/6,3.2
4420,2015/2/7,3.0
4421,2015/2/8,3.4
4422,2015/2/9,1.3
4423,2015/2/10,0.6
4424,2015/2/11,3.2
4425,2015/2/12,5.0
4426,2015/2/13,3.6
4427,2015/2/14,3.3
4428,2015/2/15,3.0
4429,2015/2/16,4.8
4430,2015/2/17,3.6
4431,2015/2/18,2.8
4432,2015/2/19,4.5
4433,2015/2/20,3.7
4434,2015/2/21,3.1
4435,2015/2/22,5.5
4436,2015/2/23,9.0
4437,2015/2/24,7.1
4438,2015/2/25,7.5
4439,2015/2/26,6.1
4440,2015/2/27,6.0
4441,2015/2/28,5.9
4442,2015/3/1,7.1
4443,2015/3/2,7.7
4444,2015/3/3,4.9
4445,2015/3/4,8.8
4446,2015/3/5,7.9
4447,2015/3/6,6.5
4448,2015/3/7,5.5
4449,2015/3/8,8.3
4450,2015/3/9,9.0
4451,2015/3/10,7.5
4452,2015/3/11,4.9
4453,2015/3/12,7.0
4454,2015/3/13,7.0
4455,2015/3/14,6.1
4456,2015/3/15,6.2
4457,2015/3/16,9.6
4458,2015/3/17,14.1
4459,2015/3/18,13.1
4460,2015/3/19,10.7
4461,2015/3/20,9.7
4462,2015/3/21,8.6
4463,2015/3/22,10.9
4464,2015/3/23,8.0
4465,2015/3/24,7.0
4466,2015/3/25,6.6
4467,2015/3/26,6.0
4468,2015/3/27,9.8
4469,2015/3/28,11.6
4470,2015/3/29,12.2
4471,2015/3/30,13.7
4472,2015/3/31,14.6
4473,2015/4/1,11.4
4474,2015/4/2,10.0
4475,2015/4/3,15.8
4476,2015/4/4,11.5
4477,2015/4/5,10.1
4478,2015/4/6,14.7
4479,2015/4/7,9.0
4480,2015/4/8,3.4
4481,2015/4/9,6.2
4482,2015/4/10,7.2
4483,2015/4/11,10.7
4484,2015/4/12,10.1
4485,2015/4/13,9.6
4486,2015/4/14,11.8
4487,2015/4/15,14.0
4488,2015/4/16,14.7
4489,2015/4/17,13.2
4490,2015/4/18,11.7
4491,2015/4/19,13.1
4492,2015/4/20,18.1
4493,2015/4/21,15.6
4494,2015/4/22,14.7
4495,2015/4/23,15.7
4496,2015/4/24,17.7
4497,2015/4/25,14.8
4498,2015/4/26,15.6
4499,2015/4/27,17.9
4500,2015/4/28,19.9
4501,2015/4/29,18.2
4502,2015/4/30,17.5
4503,2015/5/1,19.0
4504,2015/5/2,18.4
4505,2015/5/3,19.5
4506,2015/5/4,20.9
4507,2015/5/5,15.8
4508,2015/5/6,16.0
4509,2015/5/7,17.4
4510,2015/5/8,18.5
4511,2015/5/9,16.5
4512,2015/5/10,17.9
4513,2015/5/11,15.8
4514,2015/5/12,18.7
4515,2015/5/13,20.9
4516,2015/5/14,20.7
4517,2015/5/15,20.6
4518,2015/5/16,19.3
4519,2015/5/17,21.1
4520,2015/5/18,20.8
4521,2015/5/19,18.5
4522,2015/5/20,20.3
4523,2015/5/21,18.0
4524,2015/5/22,18.3
4525,2015/5/23,20.3
4526,2015/5/24,19.9
4527,2015/5/25,18.6
4528,2015/5/26,21.5
4529,2015/5/27,20.4
4530,2015/5/28,20.6
4531,2015/5/29,19.8
4532,2015/5/30,22.8
4533,2015/5/31,23.3
4534,2015/6/1,21.3
4535,2015/6/2,22.6
4536,2015/6/3,21.1
4537,2015/6/4,21.5
4538,2015/6/5,17.0
4539,2015/6/6,16.3
4540,2015/6/7,18.7
4541,2015/6/8,19.9
4542,2015/6/9,19.0
4543,2015/6/10,21.5
4544,2015/6/11,22.1
4545,2015/6/12,21.1
4546,2015/6/13,23.9
4547,2015/6/14,22.7
4548,2015/6/15,24.3
4549,2015/6/16,22.7
4550,2015/6/17,21.2
4551,2015/6/18,21.0
4552,2015/6/19,18.7
4553,2015/6/20,20.8
4554,2015/6/21,20.1
4555,2015/6/22,21.5
4556,2015/6/23,21.7
4557,2015/6/24,22.6
4558,2015/6/25,23.0
4559,2015/6/26,21.5
4560,2015/6/27,22.2
4561,2015/6/28,20.8
4562,2015/6/29,20.0
4563,2015/6/30,21.0
4564,2015/7/1,20.0
4565,2015/7/2,21.5
4566,2015/7/3,21.5
4567,2015/7/4,22.5
4568,2015/7/5,19.8
4569,2015/7/6,19.5
4570,2015/7/7,21.1
4571,2015/7/8,21.3
4572,2015/7/9,19.0
4573,2015/7/10,22.1
4574,2015/7/11,24.9
4575,2015/7/12,26.3
4576,2015/7/13,27.9
4577,2015/7/14,28.9
4578,2015/7/15,28.3
4579,2015/7/16,26.2
4580,2015/7/17,26.6
4581,2015/7/18,26.9
4582,2015/7/19,27.9
4583,2015/7/20,27.9
4584,2015/7/21,27.8
4585,2015/7/22,28.4
4586,2015/7/23,26.9
4587,2015/7/24,26.5
4588,2015/7/25,28.4
4589,2015/7/26,29.2
4590,2015/7/27,28.4
4591,2015/7/28,27.1
4592,2015/7/29,27.0
4593,2015/7/30,27.6
4594,2015/7/31,29.1
4595,2015/8/1,29.9
4596,2015/8/2,29.4
4597,2015/8/3,28.7
4598,2015/8/4,29.2
4599,2015/8/5,29.7
4600,2015/8/6,29.2
4601,2015/8/7,28.7
4602,2015/8/8,26.1
4603,2015/8/9,26.2
4604,2015/8/10,27.3
4605,2015/8/11,27.6
4606,2015/8/12,27.4
4607,2015/8/13,26.1
4608,2015/8/14,24.5
4609,2015/8/15,26.6
4610,2015/8/16,25.8
4611,2015/8/17,24.9
4612,2015/8/18,27.4
4613,2015/8/19,26.2
4614,2015/8/20,24.5
4615,2015/8/21,25.2
4616,2015/8/22,27.8
4617,2015/8/23,25.6
4618,2015/8/24,23.1
4619,2015/8/25,20.9
4620,2015/8/26,20.3
4621,2015/8/27,22.4
4622,2015/8/28,21.3
4623,2015/8/29,20.3
4624,2015/8/30,20.8
4625,2015/8/31,21.9
4626,2015/9/1,23.5
4627,2015/9/2,26.6
4628,2015/9/3,24.6
4629,2015/9/4,25.2
4630,2015/9/5,23.7
4631,2015/9/6,23.2
4632,2015/9/7,21.8
4633,2015/9/8,20.1
4634,2015/9/9,23.7
4635,2015/9/10,22.4
4636,2015/9/11,23.0
4637,2015/9/12,23.1
4638,2015/9/13,23.0
4639,2015/9/14,21.7
4640,2015/9/15,20.2
4641,2015/9/16,20.5
4642,2015/9/17,17.8
4643,2015/9/18,20.0
4644,2015/9/19,22.9
4645,2015/9/20,21.1
4646,2015/9/21,20.5
4647,2015/9/22,20.4
4648,2015/9/23,20.0
4649,2015/9/24,19.3
4650,2015/9/25,17.9
4651,2015/9/26,20.0
4652,2015/9/27,20.6
4653,2015/9/28,22.0
4654,2015/9/29,20.7
4655,2015/9/30,17.0
4656,2015/10/1,18.8
4657,2015/10/2,22.4
4658,2015/10/3,20.6
4659,2015/10/4,19.1
4660,2015/10/5,16.4
4661,2015/10/6,16.0
4662,2015/10/7,15.7
4663,2015/10/8,16.9
4664,2015/10/9,17.6
4665,2015/10/10,16.4
4666,2015/10/11,17.8
4667,2015/10/12,18.1
4668,2015/10/13,16.9
4669,2015/10/14,15.4
4670,2015/10/15,16.4
4671,2015/10/16,15.9
4672,2015/10/17,17.5
4673,2015/10/18,17.8
4674,2015/10/19,16.4
4675,2015/10/20,16.7
4676,2015/10/21,15.7
4677,2015/10/22,15.1
4678,2015/10/23,16.6
4679,2015/10/24,17.3
4680,2015/10/25,13.8
4681,2015/10/26,11.1
4682,2015/10/27,16.5
4683,2015/10/28,19.4
4684,2015/10/29,14.7
4685,2015/10/30,15.6
4686,2015/10/31,12.6
4687,2015/11/1,10.3
4688,2015/11/2,11.9
4689,2015/11/3,13.9
4690,2015/11/4,11.7
4691,2015/11/5,12.8
4692,2015/11/6,13.7
4693,2015/11/7,15.1
4694,2015/11/8,14.1
4695,2015/11/9,17.4
4696,2015/11/10,16.0
4697,2015/11/11,12.8
4698,2015/11/12,12.0
4699,2015/11/13,12.0
4700,2015/11/14,13.7
4701,2015/11/15,14.7
4702,2015/11/16,14.9
4703,2015/11/17,16.9
4704,2015/11/18,16.1
4705,2015/11/19,12.9
4706,2015/11/20,12.5
4707,2015/11/21,13.4
4708,2015/11/22,12.0
4709,2015/11/23,10.7
4710,2015/11/24,12.7
4711,2015/11/25,7.9
4712,2015/11/26,7.7
4713,2015/11/27,9.2
4714,2015/11/28,8.0
4715,2015/11/29,8.5
4716,2015/11/30,9.3
4717,2015/12/1,8.2
4718,2015/12/2,7.8
4719,2015/12/3,9.2
4720,2015/12/4,8.3
4721,2015/12/5,8.6
4722,2015/12/6,9.3
4723,2015/12/7,6.8
4724,2015/12/8,5.9
4725,2015/12/9,4.6
4726,2015/12/10,6.6
4727,2015/12/11,15.0
4728,2015/12/12,10.5
4729,2015/12/13,9.6
4730,2015/12/14,10.8
4731,2015/12/15,10.7
4732,2015/12/16,11.9
4733,2015/12/17,8.4
4734,2015/12/18,3.8
4735,2015/12/19,3.8
4736,2015/12/20,3.3
4737,2015/12/21,5.7
4738,2015/12/22,6.8
4739,2015/12/23,5.3
4740,2015/12/24,8.8
4741,2015/12/25,8.1
4742,2015/12/26,4.9
4743,2015/12/27,5.3
4744,2015/12/28,2.7
4745,2015/12/29,2.9
4746,2015/12/30,4.0
4747,2015/12/31,5.3
4748,2016/1/1,4.8
4749,2016/1/2,3.4
4750,2016/1/3,5.7
4751,2016/1/4,6.3
4752,2016/1/5,7.6
4753,2016/1/6,7.3
4754,2016/1/7,6.3
4755,2016/1/8,4.1
4756,2016/1/9,4.0
4757,2016/1/10,5.5
4758,2016/1/11,4.7
4759,2016/1/12,1.6
4760,2016/1/13,1.0
4761,2016/1/14,3.4
4762,2016/1/15,4.5
4763,2016/1/16,5.0
4764,2016/1/17,4.6
4765,2016/1/18,4.8
4766,2016/1/19,4.3
4767,2016/1/20,1.6
4768,2016/1/21,2.6
4769,2016/1/22,3.3
4770,2016/1/23,1.5
4771,2016/1/24,2.1
4772,2016/1/25,1.0
4773,2016/1/26,0.8
4774,2016/1/27,3.3
4775,2016/1/28,4.6
4776,2016/1/29,4.2
4777,2016/1/30,2.7
4778,2016/1/31,4.3
4779,2016/2/1,2.8
4780,2016/2/2,4.1
4781,2016/2/3,2.2
4782,2016/2/4,2.9
4783,2016/2/5,4.4
4784,2016/2/6,5.6
4785,2016/2/7,3.3
4786,2016/2/8,2.2
4787,2016/2/9,4.2
4788,2016/2/10,4.3
4789,2016/2/11,2.2
4790,2016/2/12,5.2
4791,2016/2/13,13.2
4792,2016/2/14,18.0
4793,2016/2/15,6.1
4794,2016/2/16,2.3
4795,2016/2/17,3.3
4796,2016/2/18,2.9
4797,2016/2/19,7.7
4798,2016/2/20,8.6
4799,2016/2/21,8.4
4800,2016/2/22,4.5
4801,2016/2/23,5.3
4802,2016/2/24,3.9
4803,2016/2/25,2.6
4804,2016/2/26,3.7
4805,2016/2/27,4.8
4806,2016/2/28,5.8
4807,2016/2/29,6.6
4808,2016/3/1,3.6
4809,2016/3/2,4.3
4810,2016/3/3,7.0
4811,2016/3/4,6.8
4812,2016/3/5,8.9
4813,2016/3/6,13.1
4814,2016/3/7,14.3
4815,2016/3/8,15.1
4816,2016/3/9,7.1
4817,2016/3/10,5.3
4818,2016/3/11,3.8
4819,2016/3/12,5.1
4820,2016/3/13,5.9
4821,2016/3/14,5.5
4822,2016/3/15,6.6
4823,2016/3/16,6.0
4824,2016/3/17,10.7
4825,2016/3/18,13.3
4826,2016/3/19,14.3
4827,2016/3/20,10.8
4828,2016/3/21,8.0
4829,2016/3/22,8.3
4830,2016/3/23,8.2
4831,2016/3/24,4.9
4832,2016/3/25,5.4
4833,2016/3/26,6.3
4834,2016/3/27,8.8
4835,2016/3/28,10.5
4836,2016/3/29,11.2
4837,2016/3/30,13.2
4838,2016/3/31,12.8
4839,2016/4/1,11.7
4840,2016/4/2,10.4
4841,2016/4/3,13.4
4842,2016/4/4,14.3
4843,2016/4/5,9.7
4844,2016/4/6,12.6
4845,2016/4/7,12.2
4846,2016/4/8,13.3
4847,2016/4/9,15.4
4848,2016/4/10,14.4
4849,2016/4/11,10.6
4850,2016/4/12,8.7
4851,2016/4/13,14.1
4852,2016/4/14,14.6
4853,2016/4/15,14.5
4854,2016/4/16,13.8
4855,2016/4/17,18.8
4856,2016/4/18,16.8
4857,2016/4/19,13.8
4858,2016/4/20,12.6
4859,2016/4/21,15.0
4860,2016/4/22,15.1
4861,2016/4/23,17.2
4862,2016/4/24,14.7
4863,2016/4/25,15.8
4864,2016/4/26,17.8
4865,2016/4/27,15.7
4866,2016/4/28,13.5
4867,2016/4/29,14.6
4868,2016/4/30,14.7
4869,2016/5/1,16.2
4870,2016/5/2,15.2
4871,2016/5/3,19.8
4872,2016/5/4,20.8
4873,2016/5/5,19.1
4874,2016/5/6,17.1
4875,2016/5/7,20.6
4876,2016/5/8,19.2
4877,2016/5/9,18.1
4878,2016/5/10,17.4
4879,2016/5/11,20.3
4880,2016/5/12,19.7
4881,2016/5/13,19.7
4882,2016/5/14,17.4
4883,2016/5/15,15.7
4884,2016/5/16,18.4
4885,2016/5/17,17.4
4886,2016/5/18,17.0
4887,2016/5/19,17.0
4888,2016/5/20,15.8
4889,2016/5/21,16.5
4890,2016/5/22,19.2
4891,2016/5/23,21.5
4892,2016/5/24,22.4
4893,2016/5/25,22.0
4894,2016/5/26,22.9
4895,2016/5/27,18.2
4896,2016/5/28,17.8
4897,2016/5/29,21.0
4898,2016/5/30,17.1
4899,2016/5/31,20.1
4900,2016/6/1,21.0
4901,2016/6/2,18.4
4902,2016/6/3,17.5
4903,2016/6/4,20.5
4904,2016/6/5,19.8
4905,2016/6/6,18.6
4906,2016/6/7,19.3
4907,2016/6/8,21.2
4908,2016/6/9,21.2
4909,2016/6/10,22.7
4910,2016/6/11,22.8
4911,2016/6/12,22.8
4912,2016/6/13,19.4
4913,2016/6/14,20.8
4914,2016/6/15,19.0
4915,2016/6/16,21.4
4916,2016/6/17,24.0
4917,2016/6/18,24.6
4918,2016/6/19,23.9
4919,2016/6/20,23.6
4920,2016/6/21,22.2
4921,2016/6/22,21.5
4922,2016/6/23,22.2
4923,2016/6/24,21.7
4924,2016/6/25,24.0
4925,2016/6/26,24.0
4926,2016/6/27,23.0
4927,2016/6/28,19.0
4928,2016/6/29,21.2
4929,2016/6/30,22.8
4930,2016/7/1,24.7
4931,2016/7/2,25.6
4932,2016/7/3,28.1
4933,2016/7/4,26.2
4934,2016/7/5,20.2
4935,2016/7/6,21.9
4936,2016/7/7,24.0
4937,2016/7/8,24.6
4938,2016/7/9,22.7
4939,2016/7/10,25.1
4940,2016/7/11,26.5
4941,2016/7/12,25.3
4942,2016/7/13,24.9
4943,2016/7/14,25.0
4944,2016/7/15,21.6
4945,2016/7/16,23.0
4946,2016/7/17,25.4
4947,2016/7/18,27.0
4948,2016/7/19,26.7
4949,2016/7/20,24.8
4950,2016/7/21,21.4
4951,2016/7/22,21.3
4952,2016/7/23,21.1
4953,2016/7/24,22.1
4954,2016/7/25,23.5
4955,2016/7/26,23.0
4956,2016/7/27,24.4
4957,2016/7/28,26.4
4958,2016/7/29,26.5
4959,2016/7/30,26.1
4960,2016/7/31,26.3
4961,2016/8/1,26.7
4962,2016/8/2,25.8
4963,2016/8/3,26.2
4964,2016/8/4,27.3
4965,2016/8/5,28.4
4966,2016/8/6,28.2
4967,2016/8/7,27.4
4968,2016/8/8,27.5
4969,2016/8/9,29.6
4970,2016/8/10,27.3
4971,2016/8/11,25.5
4972,2016/8/12,25.3
4973,2016/8/13,24.7
4974,2016/8/14,24.2
4975,2016/8/15,26.4
4976,2016/8/16,26.4
4977,2016/8/17,28.4
4978,2016/8/18,26.3
4979,2016/8/19,26.5
4980,2016/8/20,25.9
4981,2016/8/21,27.5
4982,2016/8/22,25.9
4983,2016/8/23,26.5
4984,2016/8/24,25.1
4985,2016/8/25,26.9
4986,2016/8/26,27.1
4987,2016/8/27,23.0
4988,2016/8/28,22.2
4989,2016/8/29,25.9
4990,2016/8/30,25.3
4991,2016/8/31,25.4
4992,2016/9/1,25.6
4993,2016/9/2,25.3
4994,2016/9/3,25.9
4995,2016/9/4,26.0
4996,2016/9/5,27.1
4997,2016/9/6,27.8
4998,2016/9/7,24.8
4999,2016/9/8,25.5
5000,2016/9/9,26.0
5001,2016/9/10,24.9
5002,2016/9/11,23.4
5003,2016/9/12,23.6
5004,2016/9/13,22.5
5005,2016/9/14,22.9
5006,2016/9/15,23.7
5007,2016/9/16,22.4
5008,2016/9/17,24.2
5009,2016/9/18,23.2
5010,2016/9/19,20.7
5011,2016/9/20,19.0
5012,2016/9/21,19.8
5013,2016/9/22,19.3
5014,2016/9/23,20.6
5015,2016/9/24,21.1
5016,2016/9/25,23.0
5017,2016/9/26,24.2
5018,2016/9/27,24.7
5019,2016/9/28,25.5
5020,2016/9/29,22.6
5021,2016/9/30,19.6
5022,2016/10/1,19.0
5023,2016/10/2,21.7
5024,2016/10/3,21.6
5025,2016/10/4,23.7
5026,2016/10/5,21.7
5027,2016/10/6,24.7
5028,2016/10/7,18.6
5029,2016/10/8,18.5
5030,2016/10/9,21.3
5031,2016/10/10,16.7
5032,2016/10/11,16.0
5033,2016/10/12,15.9
5034,2016/10/13,14.6
5035,2016/10/14,13.2
5036,2016/10/15,13.8
5037,2016/10/16,15.6
5038,2016/10/17,16.6
5039,2016/10/18,20.3
5040,2016/10/19,19.3
5041,2016/10/20,19.2
5042,2016/10/21,14.5
5043,2016/10/22,14.9
5044,2016/10/23,16.1
5045,2016/10/24,12.3
5046,2016/10/25,11.7
5047,2016/10/26,18.4
5048,2016/10/27,16.4
5049,2016/10/28,10.9
5050,2016/10/29,14.5
5051,2016/10/30,9.9
5052,2016/10/31,12.3
5053,2016/11/1,12.4
5054,2016/11/2,9.5
5055,2016/11/3,10.9
5056,2016/11/4,11.3
5057,2016/11/5,12.2
5058,2016/11/6,11.9
5059,2016/11/7,8.4
5060,2016/11/8,7.8
5061,2016/11/9,9.4
